name,state,state_code,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,total_enrollment,rank,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent,degree_type,pred_degree_type,highest_degree,type_school,ST_FIPS,region,locale,hbcu,pbi,annhi,AANAPII,his,nanti,men_only,women_only,admission_rate,sat_avg,distance_only,netprice_lowincome,tuit_fte,inexp_fte,avg_fac_salary,pct_ft_fac,pct_pell,C150_POOLED,age_entry,first_gen,med_fam_inc,pct_grad_degree,pct_domestic,median_hh_income,poverty_rate,unemployment_rate,Women,American Indian / Alaska Native,Asian,Black,Hispanic,Native Hawaiian / Pacific Islander,White,Two Or More Races,Unknown,Non-Resident Foreign,Total Minority
Hope College,Michigan,MI,4 Year,10310,34010,44320,34010,44320,3455,14,49200,90900,0.51,0.18,3,3,3,2,26,3,13,0,0,0,0,0,0,0,0,0.923777565,1240,0,17125,20354,11545,8428,0.6792,0.1594,0.7802,19.51632048,0.149131767,92618,0.10180000310000001,0.9390000153,72371.25,4.550000191,0.02890000105,0.6034732272069464,8.683068017366136e-4,0.015629522431259046,0.024602026049204053,0.07467438494934878,0,0.8280752532561505,0.01939218523878437,0.01215629522431259,85,467
Huntingdon College,Alabama,AL,4 Year,9750,27400,37150,27400,37150,1160,14,42400,78900,0.69,0.14,3,3,3,2,1,5,12,0,0,0,0,0,0,0,0,0.693011647,1111,0,19872,13368,7326,7133,0.7975,0.3946,0.431,23.01775148,0.3456,37577,0.07639999866,0.9666000366,54037.99,10.60999966,0.03289999962,0.49310344827586206,0.01206896551724138,0.007758620689655172,0.19741379310344828,0.025,0.0017241379310344827,0.6362068965517241,0.02586206896551724,0.08706896551724137,8,313
Illinois Institute of Technology,Illinois,IL,4 Year,12762,47296,60058,47296,60058,7898,1,64600,118500,0.47,0.64,3,3,4,2,17,3,11,0,0,0,0,0,0,0,0,0.661094924,1328,0,18958,18613,12813,13097,0.5858,0.296,0.716,21.88221971,0.322376738,39719,0.11409999850000001,0.8373000335999999,74075.49,6.590000153,0.03410000086,0.35565966067358823,0.0015193719929095975,0.06292732337300583,0.0369713851608002,0.07596859964547986,0.0016459863256520638,0.25259559382122054,0.009116231957457584,0.07596859964547986,3817,1486
Illinois State University,Illinois,IL,4 Year,9850,14516,24366,26040,35890,20615,16,51200,95000,0.47,0.1,3,3,4,1,17,3,22,0,0,0,0,0,0,0,0,0.915386553,1125,0,14345,11497,8273,8532,0.7626,0.2989,0.6768,20.54877732,0.296435012,67099.5,0.09899999619000001,0.9162000275,74746.5,5.019999981,0.03200000048,0.5602231384913897,0.0011642008246422508,0.021052631578947368,0.07053116662624302,0.08299781712345379,8.731506184816881e-4,0.7745816153286442,0.023186999757458162,0.004996361872422993,425,4119
Illinois Wesleyan University,Illinois,IL,4 Year,10984,47636,58620,47636,58620,1893,12,53100,96000,0.44,0.18,3,3,3,2,17,3,13,0,0,0,0,0,0,0,0,0.452344266,1239,0,19929,20430,17954,8564,0.5534,0.2372,0.8155,19.44805195,0.177257525,98014,0.11819999689999999,0.8970999908,81071.43,4.449999809,0.029000000950000004,0.5631273111463285,0.002641310089804543,0.04331748547279451,0.04595879556259905,0.0676175382989963,5.282620179609086e-4,0.7062863180137348,0.02271526677231907,0.029054410987849975,155,346
Iowa State University,Iowa,IA,4 Year,8720,8988,17708,23392,32112,34435,1,56100,101300,0.48,0.31,3,3,4,1,19,4,13,0,0,0,0,0,0,0,0,0.911234465,1205,0,9006,11820,9454,11796,0.8505,0.1979,0.7539,20.50455319,0.199184015,76488,0.08359999657,0.9569000244,61269.08,5.449999809,0.02640000105,0.4398141425874837,0.002323217656454189,0.02729780746333672,0.02587483664875853,0.042137360243937855,9.002468418759982e-4,0.7214462029911427,0.01951502831421519,0.04492522143168288,3980,4065
Jackson State University,Mississippi,MS,4 Year,9552,8226,17778,19454,29006,9508,6,41700,74600,0.67,0.16,3,3,4,1,28,5,12,1,0,0,0,0,0,0,0,0.621118012,975,0,14741,6585,7716,7226,0.6237,0.6881,0.4126,23.33858058,0.319721718,21266,0.06780000209999999,0.9708999634,43401.54,19.13999939,0.05329999924,0.6462978544383677,0.004101809002944889,0.004522507362221287,0.8930374421539756,0.0039966344131257886,1.0517458981909971e-4,0.05511148506520824,0.010096760622633571,0,276,8708
Jacksonville State University,Alabama,AL,4 Year,8100,10425,18525,20145,28245,8659,12,43800,80000,0.61,0.07,3,3,4,1,1,5,23,0,0,0,0,0,0,0,0,0.7634265,1030,0,16366,6620,7545,7499,0.6823,0.4109,0.4744,22.62058319,0.36377025,35734,0.058699998860000005,0.9669000244,48389.27,11.44999981,0.03559999943,0.5748931747314933,0.0070446933826076915,0.005774338838203026,0.23443815683104285,0.012703545444046657,8.084074373484236e-4,0.6852985333179351,0,0.029564614851599492,211,2258
Jacksonville University,Florida,FL,4 Year,14080,36670,50750,36670,50750,4085,12,50100,90400,0.66,0.05,3,3,4,2,12,5,11,0,0,0,0,0,0,0,0,0.776166062,1135,0,20462,15498,9278,7825,0.624,0.3172,0.4948,26.625,0.356017192,46900,0.08579999924,0.9006999969,63671.93,7.670000076,0.03119999886,0.6643818849449205,0.003427172582619339,0.017135862913096694,0.1485924112607099,0.06780905752753978,0.0019583843329253367,0.5035495716034272,0.02766217870257038,0.19755201958384333,132,1089
James Madison University,Virginia,VA,4 Year,10092,12016,22108,28416,38508,20855,9,57400,102600,0.42,0.12,3,3,4,1,51,5,13,0,0,0,0,0,0,0,0,0.862533056,1233,0,14116,10561,9104,9596,0.8077,0.1443,0.8202,20.1580633,0.208308953,92165,0.1339000034,0.9073999786,81580.49,4.659999847,0.023900001049999998,0.5959242387916567,0.0014864540877487413,0.042627667226084874,0.041380963797650445,0.050011987532965714,0.0018700551426516423,0.7724766243107168,0.0339966434907696,0.03241428913929513,495,3574
John Brown University,Arkansas,AR,4 Year,9224,26928,36152,26928,36152,2850,5,47000,82700,0.53,0.09,3,3,4,2,5,5,32,0,0,0,0,0,0,0,0,0.528678304,1231,0,14676,10590,8546,7137,0.9483,0.2489,0.6761,24.15714286,0.288828338,52350.5,0.07420000076,0.9412000275,56884.69,8.050000191,0.02920000076,0.5803508771929825,0.017894736842105262,0.011929824561403509,0.037894736842105266,0.05333333333333334,0.0010526315789473684,0.7652631578947369,0.03614035087719298,0.03859649122807018,108,451
John Carroll University,Ohio,OH,4 Year,11874,41340,53214,41340,53214,3688,11,51600,97300,0.39,0.16,3,3,4,2,39,3,21,0,0,0,0,0,0,0,0,0.881058423,1266,0,21123,17139,12707,9303,1,0.1877,0.7545,19.99915825,0.185986159,97381,0.1052999973,0.9383000183,68368.11,5.730000019,0.02839999914,0.5070498915401301,5.422993492407809e-4,0.016811279826464208,0.050433839479392624,0.02982646420824295,0,0.8381236442516269,0.020878524945770065,0.020065075921908895,86,437
Kalamazoo College,Michigan,MI,4 Year,9756,48516,58272,48516,58272,1461,8,51600,94500,0.52,0.31,3,3,3,2,26,3,13,0,0,0,0,0,0,0,0,0.79582089600000006,1275,0,18832,15442,13803,8429,0.8195,0.255,0.7767,19.44337349,0.136950904,80869,0.1482999992,0.9205999756,74950.12,5.409999847,0.029400000569999998,0.5660506502395619,0.0013689253935660506,0.05886379192334018,0.05201916495550993,0.09240246406570841,0.002053388090349076,0.6057494866529775,0.04791238877481177,0.05817932922655715,119,372
Kean University,New Jersey,NJ,4 Year,14470,12348,26818,19383,33853,14359,22,48200,90000,0.51,0.1,3,3,4,1,34,2,21,0,0,0,0,1,0,0,0,0.791556145,1023,0,14288,10047,10019,9032,0.2659,0.4535,0.4887,23.38303249,0.463984836,32770.5,0.09560000419999999,0.7537000275,76062.13,7.519999981,0.040399999619999995,0.6291524479420573,0.0013232119228358521,0.055853471690229126,0.19513893725189776,0.23977992896441255,0.003342851173480047,0.40552963298279826,0.016992826798523573,0.06845880632356013,195,7358
Keene State College,New Hampshire,NH,4 Year,11026,14212,25238,23176,34202,4957,10,48900,83600,0.49,0.08,3,3,4,1,33,1,32,0,0,0,0,0,0,0,0,0.880942452,1079,0,14764,9300,11935,9477,0.3994,0.2351,0.6006,19.90396996,0.229955457,85479.5,0.12090000149999999,0.9397000122,75913.18,3.9000000950000002,0.02849999905,0.57111155941093406,0.002824288884405891,0.011297155537623563,0.00968327617510591,0.031470647569094214,4.0346984062941297e-4,0.8376033891466613,0.01956828727052653,0.08674601573532378,2,373
Kennesaw State University,Georgia,GA,4 Year,11467,7432,18899,21158,32625,25714,5,52500,94600,0.46,0.22,3,3,4,1,13,5,21,0,0,0,0,0,0,0,0,0.815870422,1150,0,15961,5943,5627,8241,0.6423,0.3497,0.4775,22.63983374,0.269377383,43182,0.09640000343,0.9055000305,79803.8,5.059999943,0.0250999999,0.5807342303803376,0.002333359259547328,0.03348370537450416,0.18841876020844675,0.07241191568795209,0.0015166835187057635,0.6108734541494906,0.03958932877031967,0.03006144512716808,548,8685
Kentucky Christian University,Kentucky,KY,4 Year,8270,19820,28090,19820,28090,658,22,39600,70300,0.68,0.03,3,3,4,2,21,5,32,0,0,0,0,0,0,0,0,0.576821773,984,0,22145,3516,5724,4822,0.2784,0.4183,0.3346,21.0751634,0.295774648,42846,0.059299998279999995,0.9754000091999999,53919.37,9.949999809,0.03279999971,0.45896656534954405,0.00303951367781155,0.0060790273556231,0.0851063829787234,0.0121580547112462,0,0.668693009118541,0.010638297872340425,0.1945288753799392,13,77
Kentucky Wesleyan College,Kentucky,KY,4 Year,9764,26440,36204,26440,36204,709,14,42100,76800,0.65,0.14,3,3,3,2,21,5,13,0,0,0,0,0,0,0,0,0.67229978,1095,0,26695,12972,5042,5621,0.5543,0.4273,0.414,20.66745283,0.378109453,47139.5,0.058200001720000005,0.9680999755999999,52095.32,10.05000019,0.03460000038,0.459802538787024,0.0014104372355430183,0.004231311706629055,0.14386459802538787,0.01692524682651622,0,0.6812411847672779,0,0.14527503526093088,5,118
Kenyon College,Ohio,OH,4 Year,12510,55930,68440,55930,68440,1662,7,55000,103800,0.5,0.17,3,3,3,2,39,3,32,0,0,0,0,0,0,0,0,0.365478227,1443,0,14215,25144,21058,9190,0.9604,0.0991,0.8771,19.40449438,0.29691453821362584,109673.5,0.1657999992,0.9001000214,77995.25,5.610000134,0.03089999914,0.54632972322503,0.005415162454873646,0.052346570397111915,0.03489771359807461,0.06016847172081829,0,0.7358604091456077,0.035499398315282794,0.030084235860409144,76,313
Kettering College,Ohio,OH,4 Year,4100,16200,20300,16200,20300,760,14,54300,95800,0.52,0,3,3,4,2,39,3,13,0,0,0,0,0,0,0,0,0.252955083,1050,0,14014,14204,8626,8068,0.7927,0.2544,0.4561,24.99041534,0.402684564,46615,0.08060000419999999,0.9669000244,63286.25,5.730000019,0.027400000100000002,0.7960526315789473,0.002631578947368421,0.046052631578947366,0.046052631578947366,0.03289473684210526,0.0013157894736842105,0.8381578947368421,0.019736842105263157,0.011842105263157895,1,113
Kettering University,Michigan,MI,4 Year,8240,43490,51730,43490,51730,2079,1,69900,125000,0.44,0.74,3,3,4,2,26,3,13,0,0,0,0,0,0,0,0,0.855936972,1257,0,28871,20850,10692,8771,1,0.1772,0.6842,19.69478528,0.181818182,88308,0.08399999619000001,0.9423999786,70813.57,5.920000076,0.032599999899999996,0.18999518999519,0.001924001924001924,0.02934102934102934,0.04377104377104377,0.034151034151034154,9.62000962000962e-4,0.7176527176527177,0.023088023088023088,0.08417508417508418,135,277
Knox College,Illinois,IL,4 Year,9870,46554,56424,46554,56424,1399,15,50600,95400,0.45,0.24,3,3,3,2,17,3,32,0,0,0,0,0,0,0,0,0.702384842,1276,0,18616,15942,16620,7027,0.745,0.318,0.7313,19.5654649,0.278455285,60911,0.12090000149999999,0.91059997559999994,71884.68,5.739999771,0.03119999886,0.5811293781272338,0.002144388849177984,0.055039313795568263,0.07862759113652609,0.12508934953538242,0,0.5310936383130808,0.040028591851322376,0.040028591851322376,179,421
Lafayette College,Pennsylvania,PA,4 Year,15640,52880,68520,52880,68520,2503,6,66500,122500,0.37,0.47,3,3,3,2,42,2,21,0,0,0,0,0,0,0,0,0.407407407,1396,0,22393,31732,21151,11981,0.8431,0.111,0.8898,19.32403434,0.148401827,111341,0.14430000310000002,0.8761000061,85923.51,5.199999809,0.029400000569999998,0.46863763483819415,0.0011985617259288853,0.032361166600079906,0.04714342788653616,0.06632041550139832,3.9952057530962844e-4,0.6823811426288454,0.02117459049141031,0.07071514182980423,196,422
Lake Forest College,Illinois,IL,4 Year,10390,47064,57454,47064,57454,1626,9,55400,102600,0.46,0.21,3,3,4,2,17,3,21,0,0,0,0,0,0,0,0,0.644332263,1271,0,16845,14513,10760,8525,0.5812,0.3564,0.7422,19.89864865,0.24587156,59959,0.1459000015,0.8655999756,84677.74,4.980000019,0.027799999710000002,0.5744157441574416,0.0024600246002460025,0.04981549815498155,0.06642066420664207,0.14944649446494465,0,0.5787207872078721,0.03505535055350553,0.02706027060270603,148,493
Lake Superior State University,Michigan,MI,4 Year,9882,12090,21972,12090,21972,2407,24,45900,83500,0.48,0.14,3,3,3,1,26,3,33,0,0,0,0,0,0,0,0,0.732890917,1069,0,8394,7715,9122,6897,0.934,0.3017,0.516,21.38882922,0.330316742,49053,0.0575,0.9644999694999999,53637.55,7.550000191,0.04550000191,0.5226422933111757,0.08641462401329456,0.00540091400083091,0.033236393851267136,0.024096385542168676,0,0.7702534275031159,0,0.014540922309929373,159,359
Lamar University,Texas,TX,4 Year,8920,10192,19112,22642,31562,14895,13,53300,101200,0.57,0.16,3,3,4,1,48,6,12,0,0,0,0,0,0,0,0,0.880567792,1012,0,11903,8198,5293,8438,0.8049,0.4226,0.3772,25.37023756,0.43252859,35526,0.051300001139999996,0.9126000214,53474.77,12.42000008,0.041999998090000004,0.606310842564619,0.0036925142665323934,0.032091305807317894,0.2371265525344075,0.13897280966767372,6.71366230278617e-4,0.48311513930849276,0.01732124874118832,0.016448472641826115,1051,6403
Lander University,South Carolina,SC,4 Year,9100,11700,20800,21300,30400,2787,15,42600,77100,0.54,0.09,3,3,4,1,45,5,32,0,0,0,0,0,0,0,0,0.690510949,1057,0,14814,4387,6130,6356,0.5957,0.412,0.5108,20.10959885,0.317092034,40987,0.06260000229,0.9662999725,52256.85,9.899999619,0.0349000001,0.6889128094725512,0.0014352350197344816,0.015069967707212056,0.3078579117330463,0.012917115177610334,7.176175098672408e-4,0.5834230355220668,0.019734481521349122,0.04592752063150341,36,997
Lawrence University,Wisconsin,WI,4 Year,10341,47475,57816,47475,57816,1511,5,51500,98800,0.58,0.25,3,3,3,2,55,3,13,0,0,0,0,0,0,0,0,0.749570003,1357,0,13568,17247,16712,8336,0.8462,0.2448,0.7956,19.59869848,0.173913044,83776,0.1268000031,0.9237000275,74097.25,4.650000095,0.02829999924,0.5446724023825281,0.005294506949040371,0.03970880211780278,0.033752481800132364,0.06618133686300463,0,0.7068166776968895,0.039046988749172735,0.004632693580410324,158,278
Lehigh University,Pennsylvania,PA,4 Year,13600,52930,66530,52930,66530,7119,2,69500,134100,0.45,0.52,3,3,4,2,42,2,13,0,0,0,0,0,0,0,0,0.459700858,1422,0,16041,29816,22329,14034,0.8384,0.1807,0.877,20.05882353,0.168765743,90738,0.1506999969,0.8913999939,88627.42,4.0399999619999996,0.02619999886,0.44655148194971206,9.832841691248771e-4,0.06728473100154517,0.03357213091726366,0.0667228543334738,1.4046916701783958e-4,0.6052816406798708,0.019525214215479703,0.05099030762747577,1107,1340
LeTourneau University,Texas,TX,4 Year,9970,30210,40180,30210,40180,2667,18,56600,98900,0.53,0.21,3,3,4,2,48,6,13,0,0,0,0,0,0,0,0,0.541921397,1250,0,19132,16075,9473,6423,0.3462,0.1987,0.5987,27.53983229,0.340571429,43984.5,0.07800000190999999,0.8859999847000001,63985.71,8.93999958,0.03460000038,0.5148106486689163,0.0037495313085864268,0.010498687664041995,0.10423697037870266,0.08511436070491189,7.499062617172854e-4,0.5826771653543307,0.03712035995500562,0.13235845519310085,116,644
Lewis & Clark College,Oregon,OR,4 Year,12490,50934,63424,50934,63424,3504,10,50000,93200,0.51,0.12,3,3,4,2,41,8,11,0,0,0,0,0,0,0,0,0.794527994,1345,0,22283,24736,15529,10175,0.8925,0.2022,0.7391,19.69425676,0.173380035,76292,0.145,0.8840000152999999,69786.29,6.480000019,0.03480000019,0.6004566210045662,0.01569634703196347,0.06449771689497717,0.021118721461187213,0.08190639269406393,0.0028538812785388126,0.658675799086758,0.007990867579908675,0.07962328767123288,237,680
Lewis University,Illinois,IL,4 Year,10578,32450,43028,32450,43028,6689,25,49700,89800,0.53,0.14,3,3,4,2,17,3,21,0,0,0,0,0,0,0,0,0.712595685,1147,0,12140,16948,10272,9663,0.4209,0.3149,0.653,22.44358727,0.394003156,54593.5,0.08569999695,0.8794000244,79812.86,5.0399999619999996,0.03289999962,0.5993422036178802,0.0011959934220361788,0.03049783226192256,0.09119449843025863,0.1559276423979668,0.0020929884885633127,0.6429959635222007,0.02227537748542383,0.03991628046045747,93,2028
Lindenwood University,Missouri,MO,4 Year,9000,17600,26600,17600,26600,12151,21,45100,78500,0.48,0.09,3,3,4,2,29,4,13,0,0,0,0,0,0,0,0,0.748435171,1138,0,14422,12235,6403,8885,1,0.3105,0.5,24.81453423,0.350877193,45382.5,0.08029999733,0.9586000061,68730.21,6.159999847,0.03200000048,0.5868652785778948,0.003785696650481442,0.00477326968973747,0.16615916385482676,0.03077935972347955,0.0017282528186980495,0.5620936548432228,0.02526541025430006,0.10739856801909307,1191,2825
Lipscomb University,Tennessee,TN,4 Year,12652,32144,44796,32144,44796,4489,9,49000,84800,0.59,0.12,3,3,4,2,47,5,11,0,0,0,0,0,0,0,0,0.739918177,1224,0,21697,18831,10812,8056,0.5376,0.2206,0.7004,23.93800146,0.235703246,47725,0.09229999542,0.9466000366,66979.13,6.579999924,0.02829999924,0.6219648028514145,8.910670527957229e-4,0.026509244820672757,0.08264646914680329,0.050122521719759415,8.910670527957229e-4,0.742927155268434,0.014702606371129428,0.0652706616172867,72,789
Longwood University,Virginia,VA,4 Year,11746,13340,25086,29300,41046,5096,21,47300,83300,0.54,0.09,3,3,4,1,51,5,33,0,0,0,0,0,0,0,0,0.8997825,1098,0,13597,6668,8003,8126,1,0.2553,0.6625,20.27305606,0.278876835,72594,0.09659999847,0.9362000275,69841.16,6.400000095,0.02519999981,0.6815149136577708,0.0029434850863422294,0.014324960753532182,0.08143642072213501,0.04493720565149137,0.0011773940345368916,0.7792386185243328,0.03218210361067504,0.03512558869701727,44,902
Louisiana College,Louisiana,LA,4 Year,5618,17000,22618,17000,22618,1256,17,44800,79800,0.58,0.04,3,3,4,2,22,5,23,0,0,0,0,0,0,0,0,0.760892667,1065,0,12976,9811,7840,5973,0.6239,0.4401,0.307,21.23834197,0.368421053,32431,0.058800001139999995,0.9669000244,46322.14,14.399999619999999,0.03819999933,0.5326433121019108,0.007961783439490446,0.009554140127388535,0.2229299363057325,0.03184713375796178,7.961783439490446e-4,0.6210191082802548,0.009554140127388535,0.04060509554140127,70,355
Louisiana Tech University,Louisiana,LA,4 Year,6495,9645,16140,18558,25053,11225,3,53100,100700,0.57,0.24,3,3,4,1,22,5,32,0,0,0,0,0,0,0,0,0.658337649,1203,0,8913,8714,6753,8220,0.6395,0.2149,0.601,20.57758621,0.311858407,45709.5,0.072600002290000007,0.9697000122,46738.12,14.57999992,0.045199999809999995,0.48828507795100223,0.0038307349665924278,0.011670378619153675,0.12837416481069042,0.010957683741648107,0.0014253897550111359,0.6920267260579065,0.016926503340757237,0.08374164810690424,573,1944
Loyola Marymount University,California,CA,4 Year,14490,48522,63012,48522,63012,9515,18,58500,113300,0.39,0.09,3,3,4,2,6,8,11,0,0,0,0,0,0,0,0,0.458230507,1354,0,26517,36253,16516,12022,0.5876,0.1431,0.8069,20.60076881,0.22403734,69000,0.1247999954,0.7497000122,78631.93,8.600000381,0.0375,0.5841303205465055,0.0018917498686284813,0.11077246452968996,0.061481870730425645,0.2301629006831319,8.407777193904361e-4,0.4465580662112454,0.06473988439306358,0.012401471361008934,677,4471
Loyola University Chicago,Illinois,IL,4 Year,14480,44048,58528,44048,58528,15902,12,53400,96000,0.45,0.15,3,3,4,2,17,3,11,0,0,0,0,0,0,0,0,0.769802242,1311,0,21846,24987,11963,11060,0.4743,0.2282,0.7405,20.96347439,0.27686747,60527.5,0.11930000310000001,0.8309999847,76055.22,6.300000191,0.032300000190000004,0.6423720286756383,9.432775751477802e-4,0.09112061375927556,0.05785435794239718,0.112753112815998,0.0020752106653251163,0.6103634762922903,0.045340208778769965,0.0276065903659917,826,4931
Luther College,Iowa,IA,4 Year,9460,42290,51750,42290,51750,2385,14,48200,85900,0.49,0.21,3,3,3,2,19,4,33,0,0,0,0,0,0,0,0,0.760721443,1229,0,18727,13165,11698,7710,0.7258,0.2003,0.7453,19.51213592,0.128463476,92364,0.08569999695,0.9570999908000001,65739.49,4.75,0.02680000067,0.5618448637316562,0.0033542976939203353,0.016352201257861635,0.014255765199161425,0.033542976939203356,0,0.8444444444444444,0.020545073375262055,0.006289308176100629,146,210
Lyon College,Arkansas,AR,4 Year,9130,28790,37920,28790,37920,712,15,41200,74300,0.53,0.33,3,3,3,2,5,5,33,0,0,0,0,0,0,0,0,0.272094926,1163,0,8318,8641,11444,6087,0.8596,0.388,0.439,19.92011019,0.3,51394,0.05940000057,0.9681999969,48616.43,10.38000011,0.031900000569999996,0.4747191011235955,0.014044943820224719,0.01544943820224719,0.06601123595505617,0.06179775280898876,0,0.7443820224719101,0,0.06460674157303371,24,112
Macalester College,Minnesota,MN,4 Year,12156,54344,66500,54344,66500,2073,6,53600,100400,0.51,0.31,3,3,3,2,27,4,11,0,0,0,0,0,0,0,0,0.312624364,1421,0,11440,22600,19281,10898,0.8008,0.2172,0.9109,19.27042802,0.128256513,88991.5,0.1380000019,0.9072000122,71692.75,6.03000021,0.03069999933,0.6054027978774723,4.82392667631452e-4,0.07042932947419199,0.02363724071394115,0.059334298118668596,4.82392667631452e-4,0.6565364206464062,0.053545586107091175,0,281,431
