"","name","state","state_code.x","type","degree_length","room_and_board","in_state_tuition","in_state_total","out_of_state_tuition","out_of_state_total","total_enrollment","rank","early_career_pay","mid_career_pay","make_world_better_percent","stem_percent","matched","degree_type","cash_monitoring","pred_degree_type","highest_degree","type_school","ST_FIPS","REGION","LOCALE","hbcu","pbi","annhi","tribal","AANAPII","his","nanti","men_only","women_only","admission_rate","sat_avg","distance_only","netprice_lowincome","tuit_fte","inexp_fte","avg_fac_salary","pct_ft_fac","pct_pell","C150_POOLED","age_entry","first_gen","med_fam_inc","pct_grad_degree","pct_domestic","median_hh_income","poverty_rate","unemployment_rate","Women","American Indian / Alaska Native","Asian","Black","Hispanic","Native Hawaiian / Pacific Islander","White","Two Or More Races","Unknown","Non-Resident Foreign","Total Minority"
"638","University of Alabama in Huntsville","Alabama","AL","Public","4 Year",10094,10714,20808,22362,32456,NA,2,57500,103900,59,45,"University of Alabama in Huntsville","3",0,3,4,1,1,"5","12","0","0","0","0","0","0","0","0","0",0.73672375,1300,"0","14651","8246","8156","9820","0.6538","0.2377","0.5925",22.72791963,0.310132159,44787,8.909999847,0.310132159,"58688.62","9.369999886","3.640000105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","University of Alaska Anchorage","Alaska","AK","Public","4 Year",12200,7688,19888,23858,36058,NA,2,56000,101000,57,10,"University of Alaska Anchorage","3",0,3,4,1,2,"8","11","0","0","0","0","1","0","0","0","0",0.690469251,NA,"0","9885","8106","13122","9370","0.5076","0.1999","0.3029",25.10750308,0.389193875,33525,8.289999962,0.389193875,"72116.59","6.699999809","5.21999979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","University of Alaska Fairbanks","Alaska","AK","Public","4 Year",8930,8087,17017,24257,33187,NA,1,59100,101800,54,20,"University of Alaska Fairbanks","3",0,3,4,1,2,"8","23","0","0","1","0","0","0","0","0","0",0.646932953,1169,"0","6938","9274","19104","9570","0.5811","0.2178","0.3858",25.45030882,0.398832685,35967,8.890000343,0.398832685,"65084.81","8.449999809","6.559999943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","University of Arizona","Arizona","AZ","Public","4 Year",12550,12487,25037,36386,48936,42236,2,56100,101000,51,23,"University of Arizona","3",0,3,4,1,4,"6","11","0","0","0","0","0","1","0","0","0",0.872693228,1230,"0","12262","14180","12902","11400","0.7586","0.2868","0.6462",21.3087377,0.314072957,43043,11.43000031,0.314072957,"64708.31","9.289999962","3.269999981",21891,517,2392,1402,9405,95,22050,1608,1071,3696,15419
"642","University of Arkansas","Arkansas","AR","Public","4 Year",11020,9130,20150,25168,36188,NA,1,52500,98000,49,18,"University of Arkansas","3",0,3,4,1,5,"5","13","0","0","0","0","0","0","0","0","0",0.826716988,1188,"0","11141","9843","10882","10047","0.8463","0.1795","0.6911",21.28390724,0.259961487,64201,8.479999542,0.259961487,"52450.53","9.56000042","3.799999952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","University of Arkansas at Fort Smith","Arkansas","AR","Public","4 Year",8416,7128,15544,15969,24385,6830,16,40700,71100,55,9,"University of Arkansas-Fort Smith","3",0,3,4,1,5,"5","13","0","0","0","0","0","0","0","0","0",NA,NA,"0","7808","3065","7558","7009","0.7267","0.4137","0.288",22.9306017,0.484022156,29173,4.760000229,0.484022156,"45327.2","11.35000038","3.24000001",3848,186,299,300,661,4,4907,359,10,104,1809
"644","University of Arkansas at Little Rock","Arkansas","AR","Public","4 Year",8930,8966,17896,21206,30136,11645,7,45600,80800,55,13,"University of Arkansas at Little Rock","3",0,3,4,1,5,"5","12","0","0","0","0","0","0","0","0","0",0.576862124,1119,"0","14459","5489","8464","7772","1","0.4255","0.4071",25.51552309,0.391040462,27239,7.630000114,0.391040462,"51732.17","10.96000004","3.630000114",6932,44,260,2625,713,0,6599,823,101,480,4465
"645","University of Arkansas at Monticello","Arkansas","AR","Public","4 Year",6824,7696,14520,13546,20370,3854,12,43500,78300,61,2,"University of Arkansas at Monticello","1",0,1,4,1,5,"5","33","0","0","0","0","0","0","0","0","0",NA,NA,"0","11695","4570","9950","5550","1","0.5157","0.3443",23.63097113,0.453397474,23351,3.880000114,0.453397474,"39642.34","16.47999954","4.650000095",2302,17,23,1051,130,5,2485,72,54,17,1298
"646","University of Arkansas at Pine Bluff","Arkansas","AR","Public","4 Year",7881,7842,15723,14094,21975,2513,17,40500,70500,67,22,"University of Arkansas at Pine Bluff","3",0,3,4,1,5,"5","13","1","0","0","0","0","0","0","0","0",0.675250053,902,"0","10149","3925","8295","6008","0.8174","0.6984","0.3998",21.15302491,0.367737526,22300,5.139999866,0.367737526,"42634.24","18.12000084","5.320000172",1359,3,15,2295,40,0,118,2,6,34,2355
"647","University of Arkansas for Medical Sciences","Arkansas","AR","Public","4 Year",NA,8197,8197,15973,15973,2890,3,51700,89100,84,3,"University of Arkansas for Medical Sciences","3",0,3,4,1,5,"5","12","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,"18169","47772","9475","0.8949","0.326",NA,28.42,0.395027624,29171.5,6.829999924,0.395027624,"49718.16","10.78999996","3.480000019",1882,7,132,260,96,1,2167,70,91,66,566
"648","University of Baltimore","Maryland","MD","Public","4 Year",NA,8958,8958,21076,21076,6422,20,51000,89600,56,2,"University of Baltimore","3",0,3,4,1,24,"2","11","0","1","0","0","0","0","0","0","0",0.894339623,1040,"0","14909","13023","13946","11109","0.603","0.3981","0.3526",27.58852691,0.399002494,28800,11.18999958,0.399002494,"65721.01","8.93999958","3.640000105",3748,18,289,2550,305,12,2606,202,251,189,3376
"649","University of Bridgeport","Connecticut","CT","Private","4 Year",13860,32850,46710,32850,46710,5191,13,49900,93600,59,31,"University of Bridgeport","3",0,3,4,2,9,"1","12","0","0","0","0","0","1","0","0","0",0.731376518,1040,"0","23067","16481","7830","6803","0.4136","0.5532","0.4155",24.48391421,0.424291498,32763.5,9.409999847,0.424291498,"63241.6","11.64999962","4.809999943",3165,27,170,1315,591,11,1735,91,0,1251,2205
"650","University of California: Berkeley","California","CA","Public","4 Year",16160,14184,30344,43176,59336,NA,7,70700,131800,49,36,"University of California-Berkeley","3",0,3,4,1,6,"8","12","0","0","0","0","1","0","0","0","0",0.144404172,NA,"0","10073","21095","21463","18770","0.6688","0.272","0.9258",21.50653739,0.345800525,31227,12.71000004,0.345800525,"77601.85","8.56000042","3.690000057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","University of California: Davis","California","CA","Public","4 Year",16211,14463,30674,43458,59669,NA,19,61500,112600,52,35,"University of California-Davis","3",0,3,4,1,6,"8","23","0","0","0","0","1","0","0","0","0",0.487545914,NA,"0","10219","18166","25671","15968","0.8616","0.3429","0.866",21.20280172,0.408311428,33783.5,11.42000008,0.408311428,"76621.08","8.539999962","3.849999905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","University of California: Irvine","California","CA","Public","4 Year",15263,15614,30877,44606,59869,NA,16,59600,116000,49,34,"University of California-Irvine","3",0,3,4,1,6,"8","11","0","0","0","0","1","1","0","0","0",0.288188976,NA,"0","6352","15318","25085","16688","0.798","0.3837","0.8431",20.45639952,0.439811172,34735,10.43999958,0.439811172,"78085.65","8.710000038","3.74000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","University of California: Los Angeles","California","CA","Public","4 Year",15816,13774,29590,42766,58582,NA,15,62000,116100,48,31,"University of California-Los Angeles","3",0,3,4,1,6,"8","11","0","0","0","0","0","0","0","0","0",0.107736094,NA,"0","7180","18698","60528","19498","0.7182","0.2842","0.9171",21.08359271,0.380891393,32613.5,11.13000011,0.380891393,"72896.84","10.07999992","4.070000172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","University of California: San Diego","California","CA","Public","4 Year",12362,14199,26561,43191,55553,NA,10,63400,123700,52,58,"University of California-San Diego","3",0,3,4,1,6,"8","11","0","0","0","0","1","0","0","0","0",0.342042133,NA,"0","8782","18651","22086","16913","0.8544","0.3338","0.8828",20.78065032,0.395708283,35914,11.43000031,0.395708283,"76397.62","8.680000305","3.650000095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","University of California: Santa Barbara","California","CA","Public","4 Year",15273,14424,29697,43416,58689,NA,14,59700,116300,47,29,"University of California-Santa Barbara","3",0,3,4,1,6,"8","22","0","0","0","0","1","1","0","0","0",0.291780653,NA,"0","11459","16684","14453","17654","0.8759","0.32","0.8466",20.17647978,0.424005811,36166,10.30000019,0.424005811,"73046.19","9.479999542","4.099999905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","University of Central Arkansas","Arkansas","AR","Public","4 Year",6854,8751,15605,15274,22128,11698,10,44900,79800,52,8,"University of Central Arkansas","3",0,3,4,1,5,"5","13","0","0","0","0","0","0","0","0","0",0.923724616,1133,"0","12720","5463","8113","7271","0.8036","0.3658","0.4749",21.15254237,0.345958922,37082,6.150000095,0.345958922,"48705.91","11.22999954","3.650000095",7146,55,185,2011,452,11,7915,352,142,575,3066
"657","University of Central Florida","Florida","FL","Public","4 Year",9617,6368,15985,22467,32084,60767,16,49700,88600,50,16,"University of Central Florida","3",0,3,4,1,12,"5","21","0","0","0","0","0","1","0","0","0",0.363731121,1271,"0","6178","4748","7158","10981","0.9769","0.3466","0.7447",23.06468617,0.352640047,31400,8.609999657,0.352640047,"62518.63","7.170000076","2.980000019",33482,120,3343,6400,13108,129,33293,1841,1018,1515,24941
"658","University of Central Missouri","Missouri","MO","Public","4 Year",8766,7673,16439,14442,23208,13379,16,46900,83300,54,45,"University of Central Missouri","3",0,3,4,1,29,"4","32","0","0","0","0","0","0","0","0","0",0.757789536,NA,"0","11333","7434","10041","7897","0.983","0.2943","0.5197",22.04433618,0.3339464,48556,7.659999847,0.3339464,"57730.2","7.53000021","3.019999981",7149,26,124,886,322,10,8039,266,1807,1899,1634
"659","University of Central Oklahoma","Oklahoma","OK","Public","4 Year",7970,7488,15458,18376,26346,16840,10,45300,82900,56,8,"University of Central Oklahoma","3",0,3,4,1,40,"6","21","0","0","0","0","0","0","0","0","0",0.813045475,1085,"0","14067","7910","9395","7096","1","0.3296","0.3616",22.90590112,0.371907267,35444,8.659999847,0.371907267,"54764.86","9.350000381","2.970000029",9947,638,510,1552,1257,28,9762,1257,346,1490,5242
"660","University of Charleston","West Virginia","WV","Private","4 Year",9180,30900,40080,30900,40080,2111,8,44600,81900,51,4,"University of Charleston","3",0,3,4,2,54,"5","13","0","0","0","0","0","0","0","0","0",0.697076613,NA,"0","18608","11234","6209","6673","0.4979","0.3296","0.4476",24.65777262,0.431273644,44569.5,6.679999828,0.431273644,"50707.64","12.10000038","3.660000086",1159,19,57,209,54,2,1294,21,322,133,362
"661","University of Chicago","Illinois","IL","Private","4 Year",16350,58230,74580,58230,74580,15097,4,64000,114200,41,22,"University of Chicago","3",0,3,4,2,17,"3","11","0","0","0","0","0","0","0","0","0",0.064781166,1535,"0","3188","31559","78564","17550","0.8559","0.1226","0.9594",20.00879765,0.202435312,47139.5,15.09000015,0.202435312,"74573.19","7.239999771","3.349999905",6341,35,1923,634,928,6,6440,336,1544,3251,3862
"662","University of Cincinnati","Ohio","OH","Public","4 Year",11118,11000,22118,26334,37452,35313,11,53600,97300,50,19,"University of Cincinnati-Main Campus","3",0,3,4,1,39,"3","11","0","0","0","0","0","0","0","0","0",0.848302619,1267,"0","15275","12661","11124","10580","0.5974","0.1732","0.7289",22.32748165,0.309751925,57821.5,9.079999924,0.309751925,"64722.83","7.110000134","2.910000086",18910,63,1145,2517,985,38,24903,736,1833,3093,5484
"663","University of Colorado Boulder","Colorado","CO","Public","4 Year",14418,12532,26950,37286,51704,NA,3,57800,109900,48,39,"University of Colorado Boulder","3",0,3,4,1,8,"7","12","0","0","0","0","0","0","0","0","0",0.795821462,1292,"0","14416","20776","18097","12044","0.747","0.153","0.7328",20.48182957,0.203573185,70221,15.63000011,0.203573185,"81327.65","4.519999981","2.730000019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","University of Colorado Colorado Springs","Colorado","CO","Public","4 Year",10500,10463,20963,24893,35393,NA,9,52200,90900,53,21,"University of Colorado Colorado Springs","3",0,3,4,1,8,"7","11","0","0","0","0","0","0","0","0","0",0.952689076,NA,"0","10891","9307","9798","8428","0.5998","0.2781","0.4457",23.31798715,0.313405381,42591,11.43000031,0.313405381,"70639.18","5.400000095","2.869999886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","University of Colorado Denver","Colorado","CO","Public","4 Year",NA,11394,11394,32004,32004,NA,7,53200,95600,52,17,"University of Colorado Denver/Anschutz Medical Campus","3",0,3,4,1,8,"7","11","0","0","0","0","1","0","0","0","0",0.720474078,1156,"0","8911","14119","31574","10909","0.6535","0.2564","0.4627",24.23434959,0.379420488,33313,12.09000015,0.379420488,"74050.41","5.599999905","2.809999943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","University of Connecticut","Connecticut","CT","Public","4 Year",12874,15730,28604,38098,50972,26541,6,59100,105200,48,24,"University of Connecticut","3",0,3,4,1,9,"1","21","0","0","0","0","0","0","0","0","0",0.608409375,1277,"0","14296","15891","22290","12984","0.6721","0.2302","0.8305",20.32132325,0.266493293,67737,13.06999969,0.266493293,"80999.86","4.960000038","3.059999943",13359,41,2320,1353,1928,16,15600,597,1986,2700,6255
"667","University of Dallas","Texas","TX","Private","4 Year",12400,40652,53052,40652,53052,2548,21,53000,96400,49,16,"University of Dallas","3",0,3,4,2,48,"6","11","0","0","0","0","0","1","0","0","0",0.583567134,1271,"0","12066","17438","10603","8217","0.6435","0.246","0.7061",19.65422397,0.164658635,77741,11.39999962,0.164658635,"75912.69","6.389999866","2.869999886",1195,8,175,207,386,4,1364,68,43,293,848
"668","University of Dayton","Ohio","OH","Private","4 Year",13580,42900,56480,42900,56480,11343,4,57400,105000,44,33,"University of Dayton","3",0,3,4,2,39,"3","12","0","0","0","0","0","0","0","0","0",0.80633762,1246,"0","19373","18061","12716","9041","0.6537","0.1459","0.8034",19.62286191,0.102412188,114495,12.25,0.102412188,"75690.27","4.710000038","2.519999981",5411,9,156,417,310,3,8209,126,337,1776,1021
"669","University of Delaware","Delaware","DE","Public","4 Year",12862,13680,26542,34310,47172,22680,1,58600,105400,43,22,"University of Delaware","3",0,3,4,1,10,"2","21","0","0","0","0","0","0","0","0","0",0.723490956,1260,"0","13829","17801","19538","13406","0.9763","0.1497","0.8238",19.69342561,0.170937108,107127.5,13.22999954,0.170937108,"84189.75","4.380000114","2.849999905",12757,17,1018,1232,1461,21,16007,576,339,2009,4325
"670","University of Denver","Colorado","CO","Private","4 Year",13005,50556,63561,50556,63561,11809,4,55700,105100,48,12,"University of Denver","3",0,3,4,2,8,"7","11","0","0","0","0","0","0","0","0","0",0.636291531,1324,"0","20151","30315","16310","11193","0.503","0.1562","0.7557",20.26430518,0.190306486,80202,13.90999985,0.190306486,"78120.26","5.28000021","2.75999999",6649,52,390,406,1023,14,7958,328,376,1262,2213
"671","University of Detroit Mercy","Michigan","MI","Private","4 Year",9496,28000,37496,28000,37496,4945,10,51800,92800,57,13,"University of Detroit Mercy","3",0,3,4,2,26,"3","11","0","0","0","0","0","0","0","0","0",0.932356257,1172,"0","13650","25540","13579","9815","1","0.3008","0.6972",23.75544794,0.287119857,43983,7.630000114,0.287119857,"64142.33","10.15999985","4.369999886",2951,17,242,504,133,11,2414,117,931,576,1024
"672","University of Dubuque","Iowa","IA","Private","4 Year",9930,34110,44040,34110,44040,2121,21,44200,79700,48,7,"University of Dubuque","3",0,3,4,2,19,"4","13","0","0","0","0","0","0","0","0","0",0.764304462,NA,"0","20675","22267","10713","5974","1","0.4938","0.4284",22.2432675,0.361220472,41836.5,6.679999828,0.361220472,"58943.3","6.840000153","3.299999952",931,11,41,226,142,4,1408,60,170,59,484
"673","University of Evansville","Indiana","IN","Private","4 Year",12460,36416,48876,36416,48876,2567,11,50300,89900,54,17,"University of Evansville","3",0,3,4,2,18,"3","12","0","0","0","0","0","0","0","0","0",0.749521989,1179,"0","13090","14885","12395","8679","0.9693","0.2126","0.6797",20.50192555,0.274590164,68453,7.630000114,0.274590164,"61532.75","6.389999866","3.029999971",1446,4,38,72,71,0,1924,49,84,325,234
"674","University of Findlay","Ohio","OH","Private","4 Year",10000,34360,44360,34360,44360,NA,23,49100,87900,53,3,"The University of Findlay","3",0,3,4,2,39,"3","32","0","0","0","0","0","0","0","0","0",0.835959482,1130,"0","16522","14838","10006","7391","0.6016","0.1578","0.6309",20.96420234,0.293117409,67984,6.590000153,0.293117409,"61890.4","5.78000021","2.700000048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","University of Florida","Florida","FL","Public","4 Year",10120,6381,16501,28658,38778,49459,4,55800,102800,52,29,"University of Florida","3",0,3,4,1,12,"5","12","0","0","0","0","0","0","0","0","0",0.313216167,1385,"0","397","8246","15912","12317","0.8759","0.2344","0.8979",21.40105286,0.307665825,39127,11.09000015,0.307665825,"60120.16","8.729999542","3.269999981",26820,137,3501,3151,8127,240,27317,1108,1583,4295,16264
"676","University of Georgia","Georgia","GA","Public","4 Year",10038,11830,21868,30404,40442,35197,3,54400,100700,45,14,"University of Georgia","3",0,3,4,1,13,"5","12","0","0","0","0","0","0","0","0","0",0.399831757,1386,"0","10535","11450","9089","11794","0.9119","0.1916","0.8751",20.45400788,0.181505908,64178.5,10.76000023,0.181505908,"71225.06","7.269999981","2.99000001",20276,37,2859,2805,1637,37,24567,1052,464,1739,8427
"677","University of Great Falls","Montana","MT","Private","4 Year",9200,25318,34518,25318,34518,1117,6,44700,81900,69,16,"Great Falls College Montana State University","2",0,2,2,1,30,"7","13","0","0","0","0","0","0","0","0","0",NA,NA,"0","8357","3552","8552","6170","0.3393","0.3455","0.3118",27.4393476,0.388951522,25961,6.599999905,0.388951522,"45731.09","11.14000034","3.900000095",784,19,24,23,92,5,852,19,56,27,182
"678","University of Hartford","Connecticut","CT","Private","4 Year",12476,40694,53170,40694,53170,6817,7,55200,101600,53,15,"University of Hartford","3",0,3,4,2,9,"1","12","0","0","0","0","0","0","0","0","0",0.787948585,1185,"0","25494","18012","14379","7819","0.4469","0.2807","0.5676",20.24865758,0.286921708,70000,13.43000031,0.286921708,"82221.8","5.730000019","3.160000086",3500,16,232,865,612,5,3953,146,504,484,1876
"679","University of Hawaii at Hilo","Hawaii","HI","Public","4 Year",11406,7720,19126,20680,32086,3924,5,44000,77200,59,14,"University of Hawaii at Hilo","3",0,3,4,1,15,"8","33","0","0","1","0","1","0","0","0","0",0.921724138,1040,"0","11068","7133","16118","10873","0.7614","0.4399","0.4015",24.14483261,0.365506329,27504,8.43999958,0.365506329,"59308.27","10.07999992","4.659999847",2378,20,806,46,457,391,896,1129,13,166,2849
"680","University of Hawaii at Manoa","Hawaii","HI","Public","4 Year",13689,11970,25659,34002,47691,NA,3,51600,91600,56,18,"University of Hawaii at Manoa","3",0,3,4,1,15,"8","11","0","0","1","0","1","0","0","0","0",0.699801091,1175,"0","9247","11441","22581","12905","0.7864","0.2574","0.6033",22.49953832,0.338430684,40609,9.760000229,0.338430684,"71646.27","7.199999809","3.529999971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","University of Hawaii: West Oahu","Hawaii","HI","Public","4 Year",NA,7512,7512,20472,20472,NA,6,41300,74300,56,0,"University of Hawaii-West Oahu","3",0,3,3,1,15,"8","21","0","0","1","0","1","0","0","0","0",0.946164199,1028,"0","8936","5404","11799","10225","0.5748","0.3097","0.3764",27.66507177,0.425359712,28758,7.179999828,0.425359712,"74812.42","7.28000021","3.829999924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","University of Holy Cross","Louisiana","LA","Private","4 Year",NA,17300,17300,17300,17300,NA,13,48400,86300,69,3,"University of Holy Cross","3",0,3,4,2,22,"5","11","0","0","0","0","0","0","0","0","0",0.75,1000,"0","14816","16537","10425","7604","0.5068","0.3814","0.3311",25.69565217,0.48988764,26489.5,6.809999943,0.48988764,"52742.13","13.59000015","4.03000021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","University of Houston","Texas","TX","Public","4 Year",10270,12506,22776,27956,38226,40914,9,56000,103900,50,24,"University of Houston","3",0,3,4,1,48,"6","11","0","0","0","0","1","1","0","0","0",0.655226944,1235,"0","11396","9758","7873","12476","0.7851","0.3987","0.621",22.61248132,0.404927134,33197.5,9.359999657,0.404927134,"68874.27","9.920000076","3.819999933",20184,47,8118,4173,10994,97,11855,1218,387,4025,24647
"684","University of Houston-Clear Lake","Texas","TX","Public","4 Year",NA,8500,8500,24731,24731,8665,23,50700,94800,48,29,"University of Houston-Clear Lake","3",0,3,4,1,48,"6","21","0","0","0","0","0","1","0","0","0",0.911879532,1071,"0","12073","8076","7199","9556","0.9964","0.4218","0.5256",27.57525084,0.482107356,25351,7.590000153,0.482107356,"67975.01","8.75","3.849999905",5385,76,498,756,2291,141,3205,202,106,1390,3964
"685","University of Idaho","Idaho","ID","Public","4 Year",8880,7864,16744,25500,34380,11702,1,52300,97700,54,22,"University of Idaho","3",0,3,4,1,16,"7","32","0","0","0","0","0","0","0","0","0",0.813837375,1119,"0","9003","10423","11230","9870","0.8571","0.285","0.5936",21.45862413,0.317876106,45018,9.380000114,0.317876106,"54125.14","8.270000458","4.239999771",5482,113,161,142,925,22,8853,376,396,714,1739
"686","University of Illinois at Chicago","Illinois","IL","Public","4 Year",12074,13764,25838,26980,39054,27969,7,56300,103800,48,31,"University of Illinois Chicago","3",0,3,4,1,17,"3","11","0","0","0","0","1","1","0","0","0",0.788030363,1212,"0","9213","11753","30679","12687","0.7093","0.486","0.6282",21.08959321,0.443977997,33725.5,10.53999996,0.443977997,"71955.13","8.109999657","3.880000114",15010,29,5229,2194,5435,63,11211,618,594,2596,13568
"687","University of Illinois at Urbana-Champaign","Illinois","IL","Public","4 Year",11308,15094,26402,31664,42972,45140,3,62600,115300,44,36,"University of Illinois Urbana-Champaign","3",0,3,4,1,17,"3","13","0","0","0","0","0","0","0","0","0",0.596621352,1422,"0","6937","14361","17161","13006","0.7509","0.2526","0.8551",19.85283105,0.2493021,62485,11.93000031,0.2493021,"77278.04","5.599999905","3.140000105",20271,39,6121,2186,3384,47,21777,1049,576,9961,12826
"688","University of Indianapolis","Indiana","IN","Private","4 Year",10288,29688,39976,29688,39976,5442,21,47300,84500,55,5,"University of Indianapolis","3",0,3,4,2,18,"3","11","0","0","0","0","0","0","0","0","0",0.778537252,NA,"0","17120","15533","9549","7756","1","0.3828","0.6242",21.8975932,0.318112633,55676,7.449999809,0.318112633,"63891.1","6.050000191","2.910000086",3661,8,85,456,191,8,3736,127,407,424,875
"689","University of Iowa","Iowa","IA","Public","4 Year",11172,9267,20439,31233,42405,29970,3,54100,99400,48,16,"University of Iowa","3",0,3,4,1,19,"4","13","0","0","0","0","0","0","0","0","0",0.862084336,1236,"0","13897","14898","14373","11887","0.856","0.1886","0.73",20.97282405,0.223128536,72993,10.15999985,0.223128536,"63769.8","5.369999886","2.660000086",15461,50,1056,853,1730,26,20118,630,1794,3713,4345
"690","University of Jamestown","North Dakota","ND","Private","4 Year",7570,21976,29546,21976,29546,970,3,47600,85400,64,11,"University of Jamestown","3",0,3,4,2,38,"4","33","0","0","0","0","0","0","0","0","0",0.757911392,1062,"0","16375","9815","10360","6645","1","0.2971","0.5535",20.44117647,0.282296651,77811.5,5.199999809,0.282296651,"51493.83","8.079999924","2.849999905",528,15,11,40,48,3,793,0,1,59,117
"691","University of Kansas","Kansas","KS","Public","4 Year",10350,11148,21498,27358,37708,27180,1,53000,98600,52,16,"University of Kansas","3",0,3,4,1,20,"4","13","0","0","0","0","0","0","0","0","0",0.92497545,1219,"0","14492","12941","20162","10474","0.8562","0.1978","0.6458",21.11034588,0.222240207,64240.5,12.39999962,0.222240207,"70891.42","5.239999771","2.5",13950,142,1081,1133,1554,22,19137,1096,579,2436,5028
"692","University of Kentucky","Kentucky","KY","Public","4 Year",12982,12245,25227,29099,42081,29203,1,51700,96400,48,19,"University of Kentucky","3",0,3,4,1,21,"5","11","0","0","0","0","0","0","0","0","0",0.940124453,1232,"0","12539","12811","11957","10967","0.8381","0.2124","0.6726",20.59947299,0.233600886,61931.5,9.850000381,0.233600886,"59287.73","9.06000042","2.99000001",15420,55,807,1989,1031,26,21777,770,997,1751,4678
"693","University of Louisiana at Lafayette","Louisiana","LA","Public","4 Year",8516,10616,19132,24344,32860,17195,5,48200,92500,52,19,"University of Louisiana at Lafayette","3",0,3,4,1,22,"5","12","0","0","0","0","0","0","0","0","0",0.783456624,1105,"0","10428","10080","8676","8363","0.7553","0.3379","0.5063",21.93316413,0.384858044,41647.5,5.940000057,0.384858044,"47090.8","15.47999954","4.340000153",9601,80,373,3377,547,15,11666,277,187,673,4669
"694","University of Louisiana at Monroe","Louisiana","LA","Public","4 Year",7850,8734,16584,20834,28684,8517,5,48500,92500,65,7,"University of Louisiana at Monroe","3",0,3,4,1,22,"5","13","0","0","0","0","0","0","0","0","0",0.698887765,1108,"0","9103","8334","6175","7535","0.7559","0.3602","0.5507",21.4884629,0.380085238,33055,6.230000019,0.380085238,"43063.22","17.06999969","4.789999962",5446,29,197,1936,176,4,5524,176,210,265,2518
"695","University of Louisville","Kentucky","KY","Public","4 Year",9226,11656,20882,27278,36504,21561,5,49500,87600,50,18,"University of Louisville","3",0,3,4,1,21,"5","11","0","0","0","0","0","0","0","0","0",0.746942737,1182,"0","14813","12518","14246","8177","0.5434","0.2773","0.6138",21.92279746,0.304347826,47376,8.789999962,0.304347826,"59042.66","8.75","3.059999943",11118,34,749,2247,813,14,16243,784,60,617,4641
"696","University of Lynchburg","Virginia","VA","Private","4 Year",10800,39530,50330,39530,50330,NA,15,47700,89100,54,11,"University of Lynchburg","3",0,3,4,2,51,"5","13","0","0","0","0","0","0","0","0","0",0.968729852,NA,"0","18447","16675","10948","8026","0.6589","0.3008","0.6189",20.23849372,0.301518438,67259.5,11.18999958,0.301518438,"73876.57","5.929999828","2.579999924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","University of Maine","Maine","ME","Public","4 Year",10418,11170,21588,30970,41388,11286,5,52000,95000,50,24,"University of Maine","3",0,3,4,1,23,"1","23","0","0","0","0","0","0","0","0","0",0.964584029,1180,"0","13495","11350","10283","10165","0.6973","0.2409","0.5663",20.16197531,0.234053498,65562,8.520000458,0.234053498,"54908.38","7.789999962","3.140000105",5754,133,144,212,241,2,8693,261,1054,546,993
"698","University of Maine at Augusta","Maine","ME","Public","4 Year",NA,7988,7988,17918,17918,4664,12,41600,73100,61,7,"University of Maine at Augusta","3",0,3,3,1,23,"1","32","0","0","0","0","0","0","0","0","0",NA,NA,"0","8678","5823","8365","7380","0.4163","0.369","0.1769",29.10779697,0.508600917,23539,7.159999847,0.508600917,"48750.5","8.850000381","3.200000048",3365,86,22,46,69,4,3752,98,565,22,325
"699","University of Maine at Farmington","Maine","ME","Public","4 Year",9726,9666,19392,19778,29504,1960,13,41100,71700,64,5,"University of Maine at Farmington","3",0,3,4,1,23,"1","33","0","0","0","0","0","0","0","0","0",0.966857871,NA,"0","11081","6103","13288","7595","0.625","0.4454","0.5764",20.3967112,0.324382385,53596,7.849999905,0.324382385,"55400.06","7.610000134","3.019999981",1311,13,14,35,26,2,1645,40,171,14,130
